"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.664905434E1,6.524810791E-1,3.064300537E0,9.054092407E0
4.666113930E1,6.572723389E-1,3.088241577E0,9.130706787E0
4.667325478E1,6.620635986E-1,3.095428467E0,9.238449097E0
4.668533974E1,6.692504883E-1,3.076263428E0,9.283935547E0
4.669742470E1,6.788177490E-1,3.083450317E0,9.248031616E0
4.670950966E1,7.027587891E-1,3.064300537E0,9.197753906E0
4.672159462E1,7.051544189E-1,3.073883057E0,9.169021606E0
4.673367958E1,7.027587891E-1,3.059509277E0,9.152252197E0
4.674579506E1,7.027587891E-1,3.045150757E0,9.147476196E0
4.675788002E1,6.955871582E-1,3.025985718E0,9.157043457E0
4.676996498E1,6.644592285E-1,3.025985718E0,9.157043457E0
4.678204994E1,6.572723389E-1,3.028381348E0,9.135498047E0
4.679413490E1,6.596679688E-1,3.040359497E0,9.128311157E0
4.680621986E1,6.692504883E-1,3.054718018E0,9.145080566E0
4.681830483E1,6.907958984E-1,3.052322388E0,9.164230347E0
4.683042031E1,7.099456787E-1,3.078659058E0,9.149871826E0
4.684250527E1,7.147369385E-1,3.073883057E0,9.133102417E0
4.685459023E1,6.907958984E-1,3.078659058E0,9.106765747E0
4.686667519E1,6.860046387E-1,3.088241577E0,9.099594116E0
4.687876015E1,6.836090088E-1,3.102600098E0,9.113952637E0
4.689084511E1,6.740417480E-1,3.102600098E0,9.135498047E0
4.690293007E1,6.644592285E-1,3.124160767E0,9.171417236E0
4.691504555E1,6.740417480E-1,3.128936768E0,9.190567017E0
4.692713051E1,6.812133789E-1,3.119369507E0,9.202529907E0
4.693921547E1,6.644592285E-1,3.104995728E0,9.169021606E0
4.695130043E1,6.644592285E-1,3.097824097E0,9.109161377E0
4.696338539E1,6.788177490E-1,3.076263428E0,9.094802856E0
4.697547035E1,7.003784180E-1,3.102600098E0,9.140289307E0
4.698755531E1,7.147369385E-1,3.114578247E0,9.212112427E0
4.699967079E1,6.884002686E-1,3.119369507E0,9.216903687E0
4.701175575E1,6.477050781E-1,3.104995728E0,9.169021606E0
4.702384072E1,6.333312988E-1,3.095428467E0,9.106765747E0
4.703592568E1,6.429138184E-1,3.095428467E0,9.092407227E0
4.704801064E1,6.548767090E-1,3.095428467E0,9.145080566E0
4.706009560E1,6.572723389E-1,3.078659058E0,9.176208496E0
4.707218056E1,6.979827881E-1,3.045150757E0,9.054092407E0
4.708429604E1,7.841644287E-1,3.093032837E0,8.951141357E0
4.709638100E1,7.434692383E-1,3.145706177E0,9.190567017E0
4.710846596E1,6.093902588E-1,3.093032837E0,9.372528076E0
4.712055092E1,6.045989990E-1,3.052322388E0,9.283935547E0
4.713263588E1,6.955871582E-1,3.023590088E0,9.034942627E0
4.714472084E1,7.674102783E-1,3.037963867E0,8.821853638E0
4.715680580E1,7.314910889E-1,3.083450317E0,8.841018677E0
4.716892128E1,6.453094482E-1,3.160064697E0,9.066070557E0
4.718100624E1,5.998229980E-1,3.193588257E0,9.248031616E0
4.719309120E1,6.093902588E-1,3.181610107E0,9.324645996E0
4.720518647E1,6.644592285E-1,3.162460327E0,9.382095337E0
4.721727143E1,6.979827881E-1,3.131332397E0,9.406051636E0
4.722935640E1,7.410736084E-1,3.107391357E0,9.288726807E0
4.724144136E1,7.362823486E-1,3.090637207E0,9.066070557E0
4.725355683E1,7.219238281E-1,3.090637207E0,8.867355347E0
4.726564180E1,7.003784180E-1,3.081054688E0,8.943969727E0
4.727772676E1,6.716461182E-1,3.061904907E0,9.157043457E0
4.728981172E1,6.644592285E-1,3.049926758E0,9.298309326E0
4.730189668E1,6.668548584E-1,3.071487427E0,9.303100586E0
4.731398164E1,6.620635986E-1,3.069091797E0,9.279144287E0
4.732609712E1,6.740417480E-1,3.069091797E0,9.233657837E0
4.733818208E1,6.788177490E-1,3.069091797E0,9.166625977E0
4.735026704E1,7.003784180E-1,3.064300537E0,9.063674927E0
4.736235200E1,7.195281982E-1,3.066696167E0,9.078033447E0
4.737443696E1,7.243194580E-1,3.085845947E0,9.164230347E0
4.738652192E1,7.027587891E-1,3.097824097E0,9.300704956E0
4.739860688E1,6.979827881E-1,3.061904907E0,9.262390137E0
4.741072236E1,7.123413086E-1,3.059509277E0,9.097198486E0
4.742280732E1,7.243194580E-1,3.064300537E0,9.018188477E0
4.743489228E1,6.740417480E-1,3.057113647E0,9.003814697E0
4.744697725E1,6.285400391E-1,3.064300537E0,9.034942627E0
4.745906220E1,6.261444092E-1,3.078659058E0,9.080429077E0
4.747114717E1,6.477050781E-1,3.088241577E0,9.159439087E0
4.748323213E1,6.596679688E-1,3.076263428E0,9.257598877E0
4.749534761E1,6.764373779E-1,3.061904907E0,9.291122437E0
4.750743257E1,6.907958984E-1,3.042755127E0,9.264785767E0
4.751951753E1,7.171325684E-1,3.042755127E0,9.204925537E0
4.753160249E1,7.267150879E-1,3.016418457E0,9.173812866E0
4.754368745E1,7.123413086E-1,2.980499268E0,9.173812866E0
4.755577241E1,6.979827881E-1,2.951766968E0,9.171417236E0
4.756785737E1,6.668548584E-1,2.930221558E0,9.178588867E0
4.757997285E1,6.596679688E-1,2.918258667E0,9.188171387E0
4.759205781E1,6.644592285E-1,2.942199707E0,9.188171387E0
4.760414277E1,6.788177490E-1,2.961349487E0,9.183380127E0
4.761622773E1,7.051544189E-1,2.958953857E0,9.195358276E0
4.762831269E1,7.099456787E-1,2.966140747E0,9.200149536E0
4.764039766E1,7.123413086E-1,2.954162598E0,9.190567017E0
4.765248262E1,7.051544189E-1,2.937408447E0,9.152252197E0
4.766459809E1,6.884002686E-1,2.920654297E0,9.118743896E0
4.767668306E1,6.907958984E-1,2.930221558E0,9.137893677E0
4.768876802E1,7.051544189E-1,2.944595337E0,9.195358276E0
4.770085298E1,7.003784180E-1,2.932617188E0,9.245635986E0
4.771293794E1,6.764373779E-1,2.913467407E0,9.238449097E0
4.772502290E1,6.692504883E-1,2.882339478E0,9.176208496E0
4.773713838E1,6.788177490E-1,2.860794067E0,9.157043457E0
4.774922334E1,6.860046387E-1,2.851211548E0,9.192962646E0
4.776130830E1,7.099456787E-1,2.860794067E0,9.274368286E0
4.777339326E1,7.099456787E-1,2.875152588E0,9.350982666E0
4.778547822E1,6.764373779E-1,2.863189697E0,9.372528076E0
4.779756318E1,6.453094482E-1,2.836853027E0,9.312667847E0
4.780964814E1,6.548767090E-1,2.824874878E0,9.214508057E0
4.782176362E1,6.764373779E-1,2.817703247E0,9.180984497E0
4.783384858E1,6.692504883E-1,2.812911987E0,9.259994507E0
4.784593354E1,6.716461182E-1,2.762634277E0,9.252822876E0
4.785801850E1,8.057098389E-1,2.743469238E0,9.025360107E0
4.787010346E1,8.248748779E-1,2.760238647E0,8.948745728E0
4.788218843E1,7.075500488E-1,2.736297607E0,9.192962646E0
4.789427339E1,6.309356689E-1,2.686019897E0,9.480270386E0
4.790638887E1,6.309356689E-1,2.638137817E0,9.518569946E0
4.791847383E1,6.979827881E-1,2.626159668E0,9.233657837E0
4.793055879E1,7.602233887E-1,2.683624268E0,8.994247437E0
4.794264375E1,7.314910889E-1,2.755447388E0,9.066070557E0
4.795472871E1,6.740417480E-1,2.803329468E0,9.317459106E0
4.796681367E1,6.045989990E-1,2.784179688E0,9.458709717E0
4.797889863E1,6.093902588E-1,2.736297607E0,9.446746826E0
4.799101411E1,6.716461182E-1,2.683624268E0,9.394073486E0
4.800309907E1,7.219238281E-1,2.642913818E0,9.372528076E0
4.801518403E1,7.674102783E-1,2.614181519E0,9.303100586E0
4.802726899E1,7.602233887E-1,2.599822998E0,9.204925537E0
4.803935395E1,7.434692383E-1,2.580673218E0,9.149871826E0
4.805143891E1,7.099456787E-1,2.556732178E0,9.224090576E0
4.806355439E1,7.027587891E-1,2.551940918E0,9.384490967E0
4.807563935E1,7.267150879E-1,2.563903809E0,9.485046387E0
4.808772432E1,7.171325684E-1,2.556732178E0,9.492233276E0
4.809980928E1,7.243194580E-1,2.575881958E0,9.420410156E0
4.811189424E1,7.243194580E-1,2.554336548E0,9.315063477E0
4.812397920E1,7.338867188E-1,2.523208618E0,9.200149536E0
4.813606416E1,7.362823486E-1,2.504058838E0,9.121139526E0
4.814817964E1,7.482604980E-1,2.499267578E0,9.123535156E0
4.816026460E1,7.506561279E-1,2.525604248E0,9.346191406E0
4.817234956E1,7.290954590E-1,2.508850098E0,9.530548096E0
4.818443452E1,7.267150879E-1,2.480117798E0,9.485046387E0
4.819651948E1,7.386779785E-1,2.470535278E0,9.334213257E0
4.820860444E1,7.219238281E-1,2.451385498E0,9.269577026E0
4.822068940E1,6.884002686E-1,2.456176758E0,9.243240356E0
4.823280488E1,6.524810791E-1,2.458572388E0,9.216903687E0
4.824488984E1,6.477050781E-1,2.468139648E0,9.209716797E0
4.825697480E1,7.003784180E-1,2.463348389E0,9.374923706E0
4.826905976E1,7.290954590E-1,2.468139648E0,9.492233276E0
4.828114473E1,7.482604980E-1,2.444198608E0,9.537719727E0
4.829322969E1,7.482604980E-1,2.425048828E0,9.482666016E0
4.830531465E1,7.314910889E-1,2.403503418E0,9.386886597E0
4.831743012E1,6.979827881E-1,2.369979858E0,9.300704956E0
4.832951509E1,6.955871582E-1,2.338851929E0,9.288726807E0
4.834160005E1,6.812133789E-1,2.317306519E0,9.327041626E0
4.835368501E1,6.836090088E-1,2.300552368E0,9.415618896E0
4.836576997E1,7.051544189E-1,2.307723999E0,9.408432007E0
4.837785493E1,7.338867188E-1,2.307723999E0,9.370132446E0
4.838993989E1,7.290954590E-1,2.317306519E0,9.355758667E0
4.840205537E1,7.267150879E-1,2.314910889E0,9.348587036E0
4.841414033E1,7.075500488E-1,2.307723999E0,9.343795776E0
4.842622529E1,7.027587891E-1,2.300552368E0,9.346191406E0
4.843831025E1,6.884002686E-1,2.283782959E0,9.346191406E0
4.845039521E1,7.051544189E-1,2.264633179E0,9.319854736E0
4.846248017E1,7.075500488E-1,2.247879028E0,9.293518066E0
4.847456514E1,7.027587891E-1,2.228729248E0,9.317459106E0
4.848668061E1,7.195281982E-1,2.233505249E0,9.389282227E0
4.849876558E1,7.386779785E-1,2.252670288E0,9.535324097E0
4.851085054E1,7.195281982E-1,2.250274658E0,9.652648926E0
4.852293550E1,6.884002686E-1,2.235900879E0,9.628707886E0
4.853502046E1,6.501007080E-1,2.221542358E0,9.468292236E0
4.854710542E1,6.620635986E-1,2.231109619E0,9.283935547E0
4.855922090E1,6.740417480E-1,2.231109619E0,9.298309326E0
4.857130586E1,6.884002686E-1,2.199996948E0,9.401260376E0
4.858339082E1,7.410736084E-1,2.159286499E0,9.324645996E0
4.859547578E1,8.583831787E-1,2.159286499E0,9.094802856E0
4.860756074E1,8.128967285E-1,2.147323608E0,9.204925537E0
4.861964570E1,6.955871582E-1,2.080276489E0,9.573638916E0
4.863173066E1,6.381225586E-1,2.029998779E0,9.798690796E0
4.864384614E1,6.596679688E-1,2.008453369E0,9.647857666E0
4.865593110E1,7.051544189E-1,2.046768188E0,9.291122437E0
4.866801606E1,7.530517578E-1,2.111404419E0,9.171417236E0
4.868010102E1,7.554321289E-1,2.180831909E0,9.343795776E0
4.869218598E1,6.668548584E-1,2.171264648E0,9.532943726E0
4.870427095E1,6.237640381E-1,2.130554199E0,9.556884766E0
4.871635591E1,6.381225586E-1,2.094650269E0,9.487442017E0
4.872847139E1,6.812133789E-1,2.058731079E0,9.413223267E0
4.874055635E1,7.267150879E-1,2.044372559E0,9.394073486E0
4.875264131E1,7.506561279E-1,2.020431519E0,9.360549927E0
4.876472627E1,7.362823486E-1,2.008453369E0,9.360549927E0
4.877681123E1,7.123413086E-1,1.996490479E0,9.408432007E0
4.878889619E1,6.955871582E-1,1.994094849E0,9.530548096E0
4.880098115E1,7.195281982E-1,1.986907959E0,9.635894775E0
4.881309663E1,7.243194580E-1,1.986907959E0,9.599975586E0
4.882518159E1,7.338867188E-1,1.986907959E0,9.477874756E0
4.883726655E1,7.314910889E-1,1.989303589E0,9.379714966E0
4.884935151E1,7.386779785E-1,1.986907959E0,9.348587036E0
4.886143647E1,7.482604980E-1,1.977325439E0,9.350982666E0
4.887352143E1,7.482604980E-1,1.965362549E0,9.360549927E0
4.888563691E1,7.506561279E-1,1.967758179E0,9.446746826E0
4.889772187E1,7.554321289E-1,1.979721069E0,9.614334106E0
4.890980683E1,7.458648682E-1,1.955780029E0,9.645462036E0
4.892189180E1,7.482604980E-1,1.924652100E0,9.475479126E0
4.893397676E1,7.626190186E-1,1.936630249E0,9.367736816E0
4.894606172E1,7.290954590E-1,1.943817139E0,9.394073486E0
4.895814668E1,6.955871582E-1,1.948608398E0,9.386886597E0
4.897026216E1,6.740417480E-1,1.958175659E0,9.346191406E0
4.898234712E1,6.740417480E-1,1.943817139E0,9.358154297E0
4.899443208E1,7.219238281E-1,1.962966919E0,9.441955566E0
4.900651704E1,7.674102783E-1,1.953384399E0,9.540115356E0
4.901860200E1,7.722015381E-1,1.919876099E0,9.576034546E0
4.903068696E1,7.554321289E-1,1.895935059E0,9.540115356E0
4.904277192E1,7.219238281E-1,1.876770020E0,9.492233276E0
4.905488740E1,7.099456787E-1,1.864807129E0,9.475479126E0
4.906697236E1,6.860046387E-1,1.836074829E0,9.451538086E0
4.907905732E1,6.979827881E-1,1.821701050E0,9.461105347E0
4.909114228E1,7.314910889E-1,1.821701050E0,9.470687866E0
4.910322725E1,7.650146484E-1,1.833679199E0,9.480270386E0
4.911531220E1,7.674102783E-1,1.848037720E0,9.482666016E0
4.912739717E1,7.362823486E-1,1.838470459E0,9.470687866E0
4.913951264E1,7.123413086E-1,1.833679199E0,9.439559937E0
4.915159761E1,7.075500488E-1,1.831283569E0,9.415618896E0
4.916368257E1,6.884002686E-1,1.828887939E0,9.396469116E0
4.917576753E1,7.003784180E-1,1.802551270E0,9.358154297E0
4.918785249E1,7.123413086E-1,1.788192749E0,9.367736816E0
4.919993745E1,7.290954590E-1,1.790588379E0,9.446746826E0
4.921205293E1,7.506561279E-1,1.795379639E0,9.549697876E0
4.922413789E1,7.458648682E-1,1.809738159E0,9.628707886E0
4.923622285E1,7.171325684E-1,1.816925049E0,9.647857666E0
4.924830781E1,6.860046387E-1,1.819320679E0,9.626312256E0
4.926039277E1,6.596679688E-1,1.804946899E0,9.444351196E0
4.927247773E1,6.740417480E-1,1.821701050E0,9.389282227E0
4.928456269E1,6.860046387E-1,1.807342529E0,9.461105347E0
4.929667817E1,7.147369385E-1,1.788192749E0,9.439559937E0
4.930876313E1,7.913513184E-1,1.778610229E0,9.238449097E0
4.932084809E1,8.416290283E-1,1.788192749E0,9.231262207E0
4.933293306E1,7.195281982E-1,1.735519409E0,9.595184326E0
4.934501802E1,6.405181885E-1,1.670867920E0,9.762786865E0
4.935710298E1,6.548767090E-1,1.625381470E0,9.707717896E0
4.936918794E1,6.764373779E-1,1.632568359E0,9.401260376E0
4.938130342E1,7.267150879E-1,1.692428589E0,9.219299316E0
4.939338838E1,7.434692383E-1,1.778610229E0,9.343795776E0
4.940547334E1,7.147369385E-1,1.814529419E0,9.585617065E0
4.941755830E1,6.620635986E-1,1.785797119E0,9.683776855E0
4.942964326E1,6.357269287E-1,1.740310669E0,9.669403076E0
4.944172822E1,6.716461182E-1,1.728332520E0,9.590393066E0
4.945381318E1,6.907958984E-1,1.706787109E0,9.482666016E0
4.946592866E1,7.123413086E-1,1.692428589E0,9.319854736E0
4.947801362E1,7.099456787E-1,1.670867920E0,9.202529907E0
4.949009858E1,7.051544189E-1,1.654113770E0,9.238449097E0
4.950218354E1,7.147369385E-1,1.627777100E0,9.432373047E0
4.951426850E1,7.267150879E-1,1.625381470E0,9.676589966E0
4.952635346E1,7.243194580E-1,1.630172729E0,9.801086426E0
4.953846894E1,7.290954590E-1,1.634963989E0,9.750808716E0
4.955055390E1,7.314910889E-1,1.639755249E0,9.621520996E0
4.956263887E1,7.195281982E-1,1.634963989E0,9.497024536E0
4.957472383E1,7.219238281E-1,1.634963989E0,9.389282227E0
4.958680879E1,7.267150879E-1,1.644531250E0,9.336608887E0
4.959889375E1,7.362823486E-1,1.654113770E0,9.401260376E0
4.961097871E1,7.554321289E-1,1.658905029E0,9.585617065E0
4.962309419E1,7.434692383E-1,1.630172729E0,9.705322266E0
4.963517915E1,7.482604980E-1,1.603836060E0,9.592788696E0
4.964726411E1,7.530517578E-1,1.611022949E0,9.413223267E0
4.965934907E1,7.338867188E-1,1.632568359E0,9.422805786E0
4.967143403E1,6.907958984E-1,1.634963989E0,9.446746826E0
4.968351899E1,6.572723389E-1,1.632568359E0,9.406051636E0
4.969560395E1,6.764373779E-1,1.634963989E0,9.453933716E0
4.970771943E1,7.219238281E-1,1.644531250E0,9.576034546E0
4.971980439E1,7.386779785E-1,1.634963989E0,9.652648926E0
4.973188935E1,7.506561279E-1,1.630172729E0,9.616729736E0
4.974397432E1,7.386779785E-1,1.611022949E0,9.525756836E0
4.975605928E1,7.195281982E-1,1.577499390E0,9.465896606E0
4.976814424E1,7.075500488E-1,1.563140869E0,9.461105347E0
4.978025972E1,6.836090088E-1,1.551162720E0,9.494628906E0
4.979234468E1,6.692504883E-1,1.527221680E0,9.556884766E0
4.980442964E1,6.860046387E-1,1.539199829E0,9.561660767E0
4.981651460E1,7.338867188E-1,1.551162720E0,9.513778687E0
4.982859956E1,7.745971680E-1,1.560745239E0,9.475479126E0
4.984068452E1,7.602233887E-1,1.582290649E0,9.492233276E0
4.985276948E1,7.243194580E-1,1.577499390E0,9.544906616E0
4.986488496E1,6.860046387E-1,1.572708130E0,9.576034546E0
4.987696992E1,6.788177490E-1,1.553558350E0,9.511383057E0
4.988905488E1,6.860046387E-1,1.543975830E0,9.396469116E0
4.990113984E1,6.979827881E-1,1.543975830E0,9.346191406E0
4.991322480E1,7.267150879E-1,1.548767090E0,9.434768677E0
4.992530976E1,7.506561279E-1,1.555953979E0,9.573638916E0
4.993739473E1,7.290954590E-1,1.565521240E0,9.688552856E0
4.994951020E1,6.907958984E-1,1.563140869E0,9.719680786E0
4.996159516E1,6.572723389E-1,1.553558350E0,9.635894775E0
4.997368012E1,6.644592285E-1,1.565521240E0,9.511383057E0
4.998576509E1,6.860046387E-1,1.570312500E0,9.480270386E0
4.999785005E1,6.812133789E-1,1.582290649E0,9.552093506E0
5.000993501E1,6.788177490E-1,1.560745239E0,9.477874756E0
5.002205049E1,7.793731689E-1,1.565521240E0,9.264785767E0
5.003413545E1,8.296661377E-1,1.622985840E0,9.350982666E0
5.004622041E1,6.788177490E-1,1.579895020E0,9.777145386E0
5.005830537E1,5.734863281E-1,1.512863159E0,9.899246216E0
5.007039033E1,6.165771484E-1,1.486526489E0,9.621520996E0
5.008247529E1,7.099456787E-1,1.505676270E0,9.173812866E0
5.009456025E1,7.769927979E-1,1.565521240E0,8.982269287E0
5.010667573E1,7.913513184E-1,1.658905029E0,9.264785767E0
5.011876069E1,7.314910889E-1,1.670867920E0,9.710113525E0
5.013084565E1,6.524810791E-1,1.620590210E0,9.887283325E0
5.014293061E1,6.069946289E-1,1.584686279E0,9.772354126E0
5.015501558E1,6.333312988E-1,1.587081909E0,9.580825806E0
5.016710054E1,6.788177490E-1,1.582290649E0,9.449142456E0
5.017918550E1,6.836090088E-1,1.567916870E0,9.353378296E0
5.019130098E1,6.572723389E-1,1.555953979E0,9.355758667E0
5.020338594E1,6.548767090E-1,1.539199829E0,9.485046387E0
5.021547090E1,6.764373779E-1,1.551162720E0,9.662231445E0
5.022755586E1,7.171325684E-1,1.589477539E0,9.746017456E0
5.023964082E1,7.290954590E-1,1.615814209E0,9.683776855E0
5.025172578E1,7.290954590E-1,1.642135620E0,9.540115356E0
5.026381074E1,7.123413086E-1,1.654113770E0,9.473083496E0
5.027592622E1,7.075500488E-1,1.651718140E0,9.413223267E0
5.028801118E1,7.051544189E-1,1.644531250E0,9.406051636E0
5.030009614E1,7.051544189E-1,1.666091919E0,9.425201416E0
5.031218110E1,7.027587891E-1,1.694808960E0,9.506607056E0
5.032426606E1,7.171325684E-1,1.725936890E0,9.667007446E0
5.033635102E1,7.171325684E-1,1.728332520E0,9.765167236E0
5.034846650E1,6.955871582E-1,1.711578369E0,9.611938477E0
5.036055146E1,7.219238281E-1,1.721145630E0,9.377319336E0
5.037263642E1,7.123413086E-1,1.754669189E0,9.315063477E0
5.038472139E1,6.836090088E-1,1.783401489E0,9.331817627E0
5.039680635E1,6.548767090E-1,1.809738159E0,9.360549927E0
5.040889131E1,6.429138184E-1,1.809738159E0,9.422805786E0
5.042097627E1,6.524810791E-1,1.843261719E0,9.532943726E0
5.043309175E1,6.692504883E-1,1.857620239E0,9.611938477E0
5.044517671E1,6.884002686E-1,1.869598389E0,9.587997437E0
5.045726167E1,6.955871582E-1,1.867202759E0,9.525756836E0
5.046934663E1,6.836090088E-1,1.867202759E0,9.453933716E0
5.048143159E1,6.788177490E-1,1.857620239E0,9.389282227E0
5.049351655E1,6.716461182E-1,1.852828979E0,9.389282227E0
5.050560151E1,6.884002686E-1,1.855224609E0,9.456329346E0
5.051771699E1,6.955871582E-1,1.862411499E0,9.516174316E0
5.052980195E1,6.907958984E-1,1.903106689E0,9.542510986E0
5.054188691E1,7.051544189E-1,1.939025879E0,9.525756836E0
5.055397187E1,6.860046387E-1,1.953384399E0,9.497024536E0
5.056605683E1,6.836090088E-1,1.989303589E0,9.453933716E0
5.057814180E1,6.405181885E-1,2.010848999E0,9.406051636E0
5.059025727E1,6.045989990E-1,2.037185669E0,9.350982666E0
5.060234224E1,6.261444092E-1,2.056335449E0,9.343795776E0
5.061442720E1,6.692504883E-1,2.077880859E0,9.372528076E0
5.062651216E1,7.075500488E-1,2.099441528E0,9.403656006E0
5.063859712E1,7.027587891E-1,2.099441528E0,9.398864746E0
5.065068208E1,6.955871582E-1,2.106613159E0,9.382095337E0
5.066276704E1,6.884002686E-1,2.097045898E0,9.394073486E0
5.067488252E1,6.884002686E-1,2.111404419E0,9.477874756E0
5.068696748E1,6.884002686E-1,2.130554199E0,9.537719727E0
5.069905244E1,6.596679688E-1,2.140136719E0,9.520965576E0
5.071113740E1,6.261444092E-1,2.154495239E0,9.473083496E0
5.072322236E1,6.261444092E-1,2.183227539E0,9.413223267E0
5.073530732E1,6.453094482E-1,2.221542358E0,9.374923706E0
5.074739228E1,6.572723389E-1,2.223937988E0,9.401260376E0
5.075950776E1,6.644592285E-1,2.216751099E0,9.317459106E0
5.077159272E1,7.410736084E-1,2.219146729E0,9.140289307E0
5.078367768E1,8.344421387E-1,2.300552368E0,9.224090576E0
5.079576264E1,7.386779785E-1,2.298156738E0,9.530548096E0
5.080784761E1,6.213684082E-1,2.257446289E0,9.652648926E0
5.081993257E1,6.285400391E-1,2.235900879E0,9.485046387E0
5.083204804E1,7.147369385E-1,2.235900879E0,9.111557007E0
5.084413301E1,7.602233887E-1,2.274215698E0,8.857772827E0
5.085621797E1,7.386779785E-1,2.346038818E0,9.020584106E0
5.086830293E1,6.620635986E-1,2.413070679E0,9.441955566E0
5.088038789E1,5.830535889E-1,2.429840088E0,9.705322266E0
5.089247285E1,5.758666992E-1,2.427444458E0,9.698135376E0
5.090455781E1,6.117858887E-1,2.427444458E0,9.592788696E0
5.091667329E1,6.812133789E-1,2.408294678E0,9.513778687E0
5.092875825E1,7.267150879E-1,2.398712158E0,9.377319336E0
5.094084321E1,7.075500488E-1,2.391525269E0,9.207321167E0
5.095292817E1,7.003784180E-1,2.408294678E0,9.130706787E0
5.096501313E1,7.051544189E-1,2.415466309E0,9.204925537E0
5.097709809E1,7.099456787E-1,2.437011719E0,9.341400146E0
5.098918306E1,7.099456787E-1,2.441802979E0,9.441955566E0
5.100129853E1,6.979827881E-1,2.484909058E0,9.446746826E0
5.101338350E1,6.884002686E-1,2.520812988E0,9.406051636E0
5.102546846E1,6.884002686E-1,2.532791138E0,9.339004517E0
5.103755342E1,6.716461182E-1,2.542358398E0,9.267181396E0
5.104963838E1,7.027587891E-1,2.554336548E0,9.200149536E0
5.106172334E1,7.314910889E-1,2.551940918E0,9.171417236E0
5.107380830E1,7.362823486E-1,2.563903809E0,9.267181396E0
5.108592378E1,7.338867188E-1,2.595031738E0,9.429992676E0
5.109800874E1,6.979827881E-1,2.580673218E0,9.386886597E0
5.111009370E1,6.907958984E-1,2.578277588E0,9.231262207E0
5.112217866E1,6.812133789E-1,2.585464478E0,9.164230347E0
5.113426362E1,6.884002686E-1,2.607009888E0,9.154647827E0
5.114634858E1,6.596679688E-1,2.621368408E0,9.185775757E0
5.115843354E1,6.453094482E-1,2.645309448E0,9.197753906E0
5.117054902E1,6.453094482E-1,2.674041748E0,9.248031616E0
5.118263398E1,6.644592285E-1,2.690811157E0,9.334213257E0
5.119471894E1,6.836090088E-1,2.697982788E0,9.382095337E0
5.120680390E1,6.955871582E-1,2.697982788E0,9.370132446E0
5.121888887E1,6.907958984E-1,2.705169678E0,9.336608887E0
5.123097383E1,7.123413086E-1,2.702774048E0,9.267181396E0
5.124308931E1,7.123413086E-1,2.690811157E0,9.279144287E0
5.125517427E1,7.147369385E-1,2.674041748E0,9.281539917E0
5.126725923E1,6.836090088E-1,2.683624268E0,9.252822876E0
5.127934419E1,6.740417480E-1,2.693191528E0,9.212112427E0
5.129142915E1,6.692504883E-1,2.707565308E0,9.192962646E0
5.130351411E1,6.955871582E-1,2.736297607E0,9.219299316E0
5.131559907E1,7.003784180E-1,2.738693237E0,9.238449097E0
5.132771455E1,7.003784180E-1,2.748260498E0,9.255203247E0
5.133979951E1,6.836090088E-1,2.750656128E0,9.240844727E0
5.135188447E1,7.051544189E-1,2.772201538E0,9.204925537E0
5.136396943E1,6.907958984E-1,2.772201538E0,9.171417236E0
5.137605439E1,6.907958984E-1,2.788970947E0,9.188171387E0
5.138813935E1,6.860046387E-1,2.788970947E0,9.197753906E0
5.140025483E1,6.884002686E-1,2.808120728E0,9.219299316E0
5.141233979E1,6.812133789E-1,2.820083618E0,9.248031616E0
5.142442475E1,6.860046387E-1,2.848815918E0,9.291122437E0
5.143650972E1,6.788177490E-1,2.844039917E0,9.315063477E0
5.144859468E1,6.788177490E-1,2.832061768E0,9.250427246E0
5.146067964E1,6.764373779E-1,2.815307617E0,9.180984497E0
5.147276460E1,6.812133789E-1,2.820083618E0,9.157043457E0
5.148488008E1,6.788177490E-1,2.822479248E0,9.209716797E0
5.149696504E1,7.243194580E-1,2.867980957E0,9.255203247E0
5.150905000E1,7.027587891E-1,2.879943848E0,9.259994507E0
5.152113496E1,6.620635986E-1,2.884735107E0,9.231262207E0
5.153321992E1,6.261444092E-1,2.887130737E0,9.202529907E0
5.154530488E1,6.333312988E-1,2.901489258E0,9.185775757E0
5.155738984E1,6.285400391E-1,2.875152588E0,9.216903687E0
5.156950532E1,6.501007080E-1,2.877548218E0,9.173812866E0
5.158159028E1,7.314910889E-1,2.867980957E0,9.008605957E0
5.159367524E1,8.200836182E-1,2.946975708E0,9.090011597E0
5.160576020E1,7.171325684E-1,2.944595337E0,9.379714966E0
5.161784516E1,6.261444092E-1,2.911071777E0,9.444351196E0
5.162993012E1,6.237640381E-1,2.872756958E0,9.228866577E0
5.164201509E1,7.051544189E-1,2.841644287E0,8.929595947E0
5.165413056E1,7.530517578E-1,2.867980957E0,8.778762817E0
5.166621553E1,7.338867188E-1,2.946975708E0,8.891296387E0
5.167830049E1,6.405181885E-1,2.997268677E0,9.161834717E0
5.169038545E1,5.639038086E-1,3.023590088E0,9.343795776E0
5.170247041E1,5.686950684E-1,3.018814087E0,9.449142456E0
5.171455537E1,6.429138184E-1,3.014022827E0,9.497024536E0
5.172667085E1,7.051544189E-1,2.992477417E0,9.463500977E0
5.173875581E1,7.386779785E-1,2.963745117E0,9.286331177E0
